ids,names,popularity,markets,artists,release_date,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,musicalkey,musicalmode,time_signature,ids_artist,names_artist,monthly_listeners,popularity_artist,followers,genres,first_release,last_release,num_releases,playlists_found_artist
4ebHQo1dExU3ZhXIa40alP,Reminded,39,185,3sH7pDSVIcvaR7AVOFeCiv,26/04/2024,232000,0.854,0.558,0.187,6.37E-06,0.101,-10.654,0.0315,134.967,0.279,11,0,4,3sH7pDSVIcvaR7AVOFeCiv,carlina de place,66653,26,2440,,2024,2024,2,Fresh Finds
4vtzbijWEew1JlxamzNUBE,Bleed,67,184,0bFEOKy3T1knA0g7ZaPnHe,05/01/2022,145454,0.0723,0.335,0.614,0,0.0773,-5.737,0.137,82.458,0.732,9,0,4,0bFEOKy3T1knA0g7ZaPnHe,connor kauffman,869685,54,68788,dark r&b,2021,2024,12,Rock Me Up
4kvDU8vfvxupVezsVPag5v,Te Mata,58,183,1U1el3k54VvEUzo3ybLPlM,20/10/2023,232306,0.752,0.427,0.629,0,0.108,-5.225,0.0336,111.386,0.488,4,0,4,1U1el3k54VvEUzo3ybLPlM,kali uchis,37736185,85,6924387,colombian pop,2015,2024,20,Good Vibes
4ONRIBcgNAZCAO36eT8Jv2,4ourty,21,184,6BH1xcDkwbbyrLMUKECsW1,30/04/2019,220865,0.0866,0.721,0.461,0,0.0596,-12.374,0.171,147.984,0.445,1,0,4,6BH1xcDkwbbyrLMUKECsW1,toosii,4579813,62,1753805,north carolina hip hop,2017,2024,20,Get Turnt
5yrxE9LDTrrM8mGTgurAis,First To Try,40,185,0rSavBIQ6PthnW6brWugNL,15/03/2024,219808,0.000102,0.469,0.805,0.0145,0.0969,-5.841,0.039,180.059,0.891,11,1,4,0rSavBIQ6PthnW6brWugNL,yam haus,158295,34,30637,wisconsin indie,2019,2024,19,Fresh Finds Rock 
65FftemJ1DbbZ45DUfHJXE,OMG,81,185,6HvZYsbFfjnjFrWF950C9d,02/01/2023,212253,0.357,0.804,0.771,3.07E-06,0.108,-4.067,0.0433,126.956,0.739,9,0,4,6HvZYsbFfjnjFrWF950C9d,newjeans,16877482,80,7616297,"k-pop, k-pop girl group",2022,2023,12,노래방 인기가요 (Singing Room K-Pop)
6mavVLsxaa4YcPje9qZKcf,When This Rain Stops,59,185,0FRUZvZNPzM3YJMABJxf2K,05/04/2021,244546,0.805,0.624,0.521,0,0.112,-3.11,0.0365,151.759,0.382,8,1,3,0FRUZvZNPzM3YJMABJxf2K,wendy,2231398,57,915979,"k-pop, korean pop",2015,2024,20,v o K a l
5xrtzzzikpG3BLbo4q1Yul,LILAC,69,185,3HqSLMAZ3g3d5poNaI7GOU,25/03/2021,214253,0.0895,0.738,0.89,1.89E-06,0.213,-2.275,0.0748,114.942,0.75,2,0,4,3HqSLMAZ3g3d5poNaI7GOU,iu,6935783,69,8504309,"k-pop, pop",2009,2024,20,Satang Mix (사탕 믹스)
2BgxxQRs0sxzLGzDQ3NQ33,Like Yesterday,41,185,4qRXrzUmdy3p33lgvJEzdv,27/02/2022,236000,0.835,0.567,0.408,0,0.128,-8.1,0.0325,129.75,0.464,10,1,4,4qRXrzUmdy3p33lgvJEzdv,paul kim,766871,53,275992,korean pop,2020,2024,20,v o K a l
4F2EkGBHgAGpkg64mT7zdF,Mr. Left Right,26,185,61HlkUsczjBP7IODEMFtrB,26/04/2024,111699,0.0292,0.87,0.845,0,0.09,-3.112,0.104,112.969,0.579,11,1,4,61HlkUsczjBP7IODEMFtrB,lil vada,518592,43,20547,,2023,2024,20,Westside Story
2O4Bb2WCkjlTPO827OnBMI,EASY,86,185,4SpbR6yFEvexJuaBpgAU5p,19/02/2024,164545,0.189,0.744,0.7,2.74E-06,0.114,-5.154,0.0507,165.004,0.602,0,1,4,4SpbR6yFEvexJuaBpgAU5p,le sserafim,15958157,82,4916044,k-pop girl group,2022,2024,20,KrOWN
0RPXUuLjVHolWYkaXCndXD,DND,64,43,46pWGuE3dSwY3bMMXGBvVS,27/10/2023,166000,0.0114,0.787,0.807,0,0.277,-5.797,0.0323,106.994,0.22,5,1,4,46pWGuE3dSwY3bMMXGBvVS,rema,28028997,77,4265629,"afrobeats, nigerian pop",2022,2023,20,Pop Right Now
0Ji8b5cQui90YOjDl7YBMZ,Blooming Moon (Delta 110 Hz - 108 Hz),62,185,5hzPkgJBMM9LUlO00sH6TV,13/03/2024,218048,0.852,0.237,0.0097,0.786,0.0808,-36.985,0.0405,74.637,0.0949,9,1,3,5hzPkgJBMM9LUlO00sH6TV,milo graves,546434,49,1287,"binaural, healing hz",2021,2024,20,Deep Sleep
5zBO8f5BKQX4VNR3ILfDXk,Impossible,69,170,2jOm3cYujQx6o1dxuiuqaX,18/04/2024,182332,0.00538,0.765,0.809,6.53E-06,0.0721,-4.325,0.0957,128.007,0.813,1,0,4,2jOm3cYujQx6o1dxuiuqaX,riize,3125665,65,586172,,2023,2024,9,Hallyu Boy Bands
205hhygYfVJ4gUXu54lUyQ,Heartbreak Train,23,185,5cz6yza4UO8jUweDYxKakE,03/03/2023,160471,0.578,0.571,0.565,2.54E-06,0.129,-8.019,0.0281,135.022,0.642,5,1,4,5cz6yza4UO8jUweDYxKakE,caroline owens,4174,11,311,,2023,2024,4,Grass Roots
6GHd82pXaq3hZmH0gw2pib,Nimbus,50,185,1o402msQD5tWRl4y5jnrvI,06/10/2023,177124,0.992,0.499,0.0362,0.918,0.108,-25.91,0.0377,73.09,0.362,10,1,4,1o402msQD5tWRl4y5jnrvI,gunnel boek,593798,49,648,background piano,2023,2024,20,Perfect Concentration
0djkJ3iAARXRCbfbwwVc3o,Love wins all,76,185,3HqSLMAZ3g3d5poNaI7GOU,24/01/2024,271080,0.82,0.496,0.447,0,0.098,-5.878,0.0317,101.132,0.315,0,1,4,3HqSLMAZ3g3d5poNaI7GOU,iu,7287740,73,8484981,"k-pop, pop",2009,2024,20,K-Pop ON! (온)
0uSyj4g5Qh5zCcbyMJufbY,Noktúrna - Upright Piano,61,183,1vYrIm6O7VtBGszIWe75mB,22/09/2023,122000,0.986,0.434,0.041,0.937,0.101,-29.138,0.0344,60.233,0.16,9,0,3,1vYrIm6O7VtBGszIWe75mB,gabríel ólafs,1193698,57,25362,background piano,2019,2024,20,Peaceful Piano
7uWPtYImWYvUm3lYtloOTo,Into The Woods,47,185,5jusPffeiBz4RWAvgZK3dC,29/03/2024,170809,0.995,0.44,0.00444,0.956,0.122,-32.004,0.044,69.493,0.196,8,1,5,5jusPffeiBz4RWAvgZK3dC,algot brooke,257544,40,74,,2023,2024,9,Perfect Concentration
2HvW7GzIbiRQGAGytSBQz6,No Joke,43,185,1E5hfn5BduN2nnoZCJmUVG,02/11/2023,162474,0.483,0.719,0.702,3.84E-06,0.179,-6.613,0.0812,120.081,0.402,9,0,4,1E5hfn5BduN2nnoZCJmUVG,victony,6516761,69,795826,"afrobeats, nigerian pop",2022,2024,20,Summer Vibes
1KYFWMnh5wVsiqncElR67h,Leave the Door Open,45,185,74xeHqz5Ap8ZHq69TkxI0r,05/04/2024,165000,0.0869,0.627,0.805,0,0.175,-3.77,0.0389,127.888,0.348,0,1,4,74xeHqz5Ap8ZHq69TkxI0r,bonnie x clyde,891354,51,68208,electra,2020,2024,20,New Dance Pop
1Ad4anaX6hJyfZvVDkrKQg,Stuck In The Middle,72,185,1SIocsqdEefUTE6XKGUiVS,01/02/2024,246236,0.88,0.633,0.326,4.77E-05,0.0751,-8.994,0.033,119.837,0.327,9,1,4,1SIocsqdEefUTE6XKGUiVS,babymonster,9582549,72,1174044,,2023,2024,3,EQUAL K-Pop
1szDKbUMeO9mGFG4YEGCJ4,Atta Blues,33,185,0WUpndpcjYMzyPwZ996Sha,15/01/2016,208173,0.00279,0.44,0.533,0.0158,0.191,-5.318,0.0292,144.039,0.461,9,1,4,0WUpndpcjYMzyPwZ996Sha,emily wolfe,34694,29,17837,austindie,2014,2023,20,Fresh Finds Rock 
2EgvsPaH1zIQqMXnQiTtqo,Nothing Matters - Acoustic,49,183,5SHgclK1ZpTdfdAmXW7J6s,16/02/2024,183673,0.18,0.6,0.398,1.22E-05,0.107,-7.536,0.0253,94.431,0.154,7,1,4,5SHgclK1ZpTdfdAmXW7J6s,the last dinner party,5529207,69,340561,,2023,2024,8,EQUAL
6EtlSjhcsMofKcd9Kx2cCV,Here It Is,64,183,49jTY62Cpw3RYo4dLuG43W,19/04/2024,193389,0.695,0.629,0.433,0,0.117,-5.688,0.0329,126.009,0.182,3,1,4,49jTY62Cpw3RYo4dLuG43W,cian ducrot,3908621,62,395335,"irish pop, singer-songwriter pop",2020,2023,17,Chill Pop
0tduSYti0mY7p8j5AIO4Pg,I'm Back,66,185,3uwAm6vQy7kWPS2bciKWx9,12/04/2024,179791,0.919,0.584,0.463,0.00112,0.0952,-10.142,0.0379,131.032,0.348,0,1,4,3uwAm6vQy7kWPS2bciKWx9,girl in red,16570920,72,7123820,"bedroom pop, indie pop, norwegian indie, pov: indie",2019,2024,20,Indie Shuffle
6sdYTTPhLOWVlIg11mgvh7,help me out o kill me not,35,185,7ieMQQDR0bdBPz572mtxwS,28/02/2024,200200,0.413,0.616,0.76,0,0.118,-3.472,0.212,156.098,0.753,7,1,4,7ieMQQDR0bdBPz572mtxwS,bobby,389761,51,885957,k-pop,2014,2024,13,KrOWN
30YeoWowzWypZNSl6WNXAR,Another Day,54,183,2dIgFjalVxs4ThymZ67YCE,17/06/2020,166968,0.422,0.848,0.453,3.67E-05,0.333,-10.234,0.126,94.991,0.54,2,0,4,2dIgFjalVxs4ThymZ67YCE,stray kids,8124509,79,15273464,"k-pop, k-pop boy group, pop",2018,2024,20,WOR K  OUT
7dt6x5M1jzdTEt8oCbisTK,Better Now,80,183,246dkjvS1zLTtiykXe5h60,27/04/2018,231266,0.331,0.674,0.578,0,0.135,-5.804,0.0408,145.07,0.34,10,1,4,246dkjvS1zLTtiykXe5h60,post malone,62987732,88,43491275,"dfw rap, melodic rap, pop, rap",2016,2023,20,Good Vibes
3cLWOb7hIhGTbswWqqISP0,I'll Find You,39,185,32v1AQMVgVG4PJ9jXWQS5l,03/01/2024,181866,0.861,0.687,0.319,0,0.112,-6.327,0.0535,86.772,0.219,0,1,4,32v1AQMVgVG4PJ9jXWQS5l,wooyeon,37399,28,1153,,2024,2024,1,Korean OSTs
4YuPOUPQ3R15aSLO9wEiZK,DRIFT,31,185,5xmw3tD4MbvhA1ay1U0HEC,19/07/2023,171515,0.167,0.815,0.591,0.242,0.193,-8.995,0.313,139.873,0.397,8,0,4,5xmw3tD4MbvhA1ay1U0HEC,coucou chloe,323412,41,83878,"deconstructed club, electra, escape room, fluxwork, grimewave, hyperpop, proto-hyperpop, spectra",2016,2023,20,Club Resistance
3UFZkVV5NLVPHFvrWRTwqq,Healing,18,185,2xP00Vrg8hwhdi121FCxbK,05/04/2024,256096,2.96E-05,0.487,0.806,0.119,0.249,-5.552,0.0319,81.989,0.403,2,1,4,2xP00Vrg8hwhdi121FCxbK,down to the wire,11769,12,210,,2024,2024,3,Fresh Finds Rock 
2FEjp5cUHa1UYvwDbC28vQ,Two Night Stands,56,183,3g2yaL04Uapb5fxmwsUZgV,23/02/2024,172933,0.205,0.535,0.778,0,0.267,-4.186,0.0334,172.071,0.615,0,1,4,3g2yaL04Uapb5fxmwsUZgV,kylie morgan,1740400,55,115626,"contemporary country, country pop, modern country pop",2018,2024,18,Women of Country
1KHv34fVmVie0NLPeWtEZe,Heron,51,185,6Y1fkM0GSMtbOYT8iNjup5,22/12/2023,134482,0.984,0.403,0.0766,0.956,0.112,-24.787,0.0327,183.925,0.672,0,0,4,6Y1fkM0GSMtbOYT8iNjup5,geir gudmundson,215561,40,993,background piano,2019,2024,14,Piano in the Background
2JHBMVs8E7bJJBLkXpKgHn,I Will Wait,0,0,3gd8FJtBJtkRxdfbTu19U2,21/09/2012,276720,0.0103,0.481,0.766,0.0067,0.302,-5.208,0.0334,131.143,0.436,1,1,4,3gd8FJtBJtkRxdfbTu19U2,mumford & sons,10974154,72,6354331,"modern folk rock, modern rock, neo mellow, stomp and holler, uk americana",2009,2024,20,Rockin' Vibes
0DqJsme3z2r2kPGTti68gf,Bones,38,185,3u2R8st1bb6zfBqNWceRXG,27/11/2020,169680,0.0898,0.515,0.636,0,0.173,-5.556,0.0349,125.015,0.124,4,1,4,3u2R8st1bb6zfBqNWceRXG,mod sun,1004231,49,290612,"indie pop rap, minnesota hip hop",2015,2024,20,Alternative Beats
1gMv5QSRDJ6SwcQGbTtAtB,run for the hills (Spotify OUTSIDE Version) - Live from Malibu,53,185,45dkTj5sMRSjrmBSBeiHym,06/12/2023,164063,0.857,0.606,0.278,0,0.0955,-7.744,0.0416,126.403,0.659,0,0,4,45dkTj5sMRSjrmBSBeiHym,tate mcrae,56560995,81,5226559,pop,2021,2024,20,'fit check
7a9JYapvSZ6jYu2TaG7BRU,Default,29,185,08J6v4qHZz06ua0qAicWmE,19/03/2024,232773,0.716,0.419,0.296,0.000162,0.162,-9.459,0.0344,70.286,0.334,1,1,4,08J6v4qHZz06ua0qAicWmE,kim sawol,37096,46,24430,"k-indie, korean indie folk, korean singer-songwriter",2015,2024,20,K-Folk/Acoustic
2b8wiA0rT5h1ONtW9HsXUt,Respect,24,184,5lt17V0z9fzfwRDFCZVWIQ,21/09/2023,181262,0.265,0.522,0.585,0,0.182,-4.829,0.0938,179.964,0.235,7,0,3,5lt17V0z9fzfwRDFCZVWIQ,shinae an,8926,14,1560,korean talent show,2018,2023,4,Indie Korea (인디 코리아)
2ECYzy9Xr3Cr3cRgcWXnga,Falling in Loves too Mean,42,185,5O35zGUolf87RATk2NgSD3,08/11/2019,176000,0.48,0.519,0.49,0.372,0.175,-10.113,0.071,96.018,0.49,9,1,4,5O35zGUolf87RATk2NgSD3,hether,424232,43,48929,"bedroom pop, modern indie pop",2019,2023,13,late night vibes
1shjpWCrYP6ExIpgCpaf3P,Boardwalk,41,185,3snpwtqBUGw0TDTmdq2IyI,01/03/2024,143033,0.086,0.735,0.714,0.867,0.114,-8.368,0.0562,96.057,0.483,10,0,4,3snpwtqBUGw0TDTmdq2IyI,lagonda,35046,23,7,,2024,2024,2,Workday Lounge
4fi9IIcjYzxRTRwJUyFO6Q,"Sunny Days, Summer Nights",45,185,4BBN286rBKyCWsSPq2cxYO,22/11/2018,249771,0.698,0.67,0.354,0.000166,0.109,-12.587,0.0326,127.136,0.33,7,1,4,4BBN286rBKyCWsSPq2cxYO,sam kim,1743940,53,452380,"k-pop, korean r&b",2018,2023,20,K-Folk/Acoustic
1VJ4tttfxHq0Eu5x2nTCvx,Wildflowers,52,185,3GjVVVcFmUgEJEAAsbGkf4,13/07/2018,168849,0.327,0.495,0.444,5.39E-06,0.269,-8.617,0.0276,105.431,0.65,5,1,4,3GjVVVcFmUgEJEAAsbGkf4,trampled by turtles,1193641,55,387545,"duluth indie, indie folk, jam band, new americana, progressive bluegrass, stomp and holler",2004,2022,20,Sunrise Run
7yfRb4seXT7w8zVMW0dXNa,Bittersweet,64,184,2hlmm7s2ICUX0LVIhVFlZQ,16/02/2024,191493,0.564,0.44,0.636,0,0.253,-5.73,0.0705,158.475,0.687,1,0,4,2hlmm7s2ICUX0LVIhVFlZQ,gunna,38536373,81,7074081,"atl hip hop, melodic rap, rap, trap",2016,2024,20,Get Turnt
1Iq8oo9XkmmvCQiGOfORiz,Is It Over Now? (Taylor's Version) (From The Vault),84,183,06HL4z0CvFAxyc27GXpf02,26/10/2023,229477,0.0486,0.599,0.651,0,0.126,-7.343,0.035,100.001,0.153,0,1,4,06HL4z0CvFAxyc27GXpf02,taylor swift,105879569,100,108197057,pop,2014,2024,20,Chill Pop
4QhnNyKDsAkXPwHkSnuc89,"Eve, Psyche & The Bluebeard’s wife",77,185,4SpbR6yFEvexJuaBpgAU5p,01/05/2023,185538,0.0153,0.663,0.872,0,0.0519,-5.056,0.2,142.951,0.626,11,1,4,4SpbR6yFEvexJuaBpgAU5p,le sserafim,15647667,77,5073842,k-pop girl group,2022,2024,20,KrOWN
4G7LYlnVgPWVmjXERE8NnB,Bad Dream,68,184,0NIPkIjTV8mB795yEIiPYL,26/04/2024,210904,0.101,0.485,0.879,0,0.139,-5.028,0.0299,176.145,0.9,7,1,4,0NIPkIjTV8mB795yEIiPYL,wallows,11766653,72,2682154,pov: indie,2018,2024,20,Daily Lift
3Ui4BMHapr00Iul1kB7lHC,One Drop,67,172,2QsynagSdAqZj3U9HgDzjD,1979,231773,0.12,0.901,0.478,1.05E-05,0.165,-7.39,0.237,121.244,0.828,0,1,4,2QsynagSdAqZj3U9HgDzjD,bob marley & the wailers,26395258,83,12113610,"reggae, roots reggae",2000,2024,20,Good Vibes
3QGz3EzsWbW9LoNVk5MPHT,IF I,42,0,3l0MJ9LCiBlMyOMaz485Q5,26/10/2021,221080,0.921,0.418,0.446,1.28E-05,0.0877,-5.725,0.0373,127.274,0.095,9,0,4,3l0MJ9LCiBlMyOMaz485Q5,baek ji young,396526,43,149165,korean pop,1999,2024,20,v o K a l
2QIChPucCEGOZjzkqFHxQ6,Just Us,61,184,4IWBUUAFIplrNtaOHcJPRM,06/10/2023,214935,0.628,0.506,0.501,0,0.105,-5.582,0.0387,76.492,0.331,1,1,4,4IWBUUAFIplrNtaOHcJPRM,james arthur,39993709,79,16464526,"pop, talent show, uk pop",2013,2024,20,Warm Fuzzy Feeling
1yvMUkIOTeUNtNWlWRgANS,Unstoppable,80,172,5WUlDfRSoLAfcVSX1WnrxN,21/10/2016,217746,0.112,0.468,0.779,0.000373,0.101,-4.839,0.0779,173.799,0.26,9,1,4,5WUlDfRSoLAfcVSX1WnrxN,sia,56376979,84,27532676,"australian dance, australian pop, pop",2003,2024,20,EQUAL
5zMxLq47V3Gr0LlFvxiFXS,Growing/Dying,56,183,6p2HnfM955TI1bX34dkLnI,28/10/2022,212093,0.0156,0.271,0.396,0.0511,0.0844,-7.774,0.0309,178.834,0.254,11,1,4,6p2HnfM955TI1bX34dkLnI,the backseat lovers,4627651,63,636193,"pov: indie, slc indie",2018,2022,13,Indie Chillout
6NhpIdjYoufuNNlBsgOztc,Suds in the Bucket,65,185,7qvsLYsYP0MHD7jkdv6DAG,17/08/2003,227266,0.052,0.511,0.903,0.000529,0.304,-3.163,0.0397,161.992,0.898,10,1,4,7qvsLYsYP0MHD7jkdv6DAG,sara evans,1473563,53,1122197,"contemporary country, country, country dawn, country gospel, country road",1997,2024,20,Country Gold
2OBjhcoVFNLwt3lcW8IJPb,try not to cry,45,185,6zn0ihyAApAYV51zpXxdEp,12/12/2023,267040,0.711,0.429,0.165,0,0.11,-9.721,0.033,129.517,0.0808,3,1,3,6zn0ihyAApAYV51zpXxdEp,10cm,1599594,60,580175,korean pop,2011,2024,20,Korean OSTs
6BWOWBSalJEp7woRZSyiMb,Strange,48,185,66lH4jAE7pqPlOlzUKbwA0,29/04/2022,211226,0.0551,0.723,0.633,1.93E-05,0.0665,-6.982,0.0332,112.022,0.498,6,1,4,66lH4jAE7pqPlOlzUKbwA0,miranda lambert,7467822,68,3531489,"contemporary country, country, country dawn, country road",2005,2024,20,Indigo
6dogY6HwvahB2QPFZM0uV5,Somnolent,39,185,2SQs5lwQifKBBhMDYnPZy8,17/05/2021,120704,0.976,0.179,0.00311,0.885,0.113,-33.555,0.0425,68.592,0.233,1,1,4,2SQs5lwQifKBBhMDYnPZy8,ghost of summer,37679,24,469,chill out,2018,2024,20,Rise
21jGcNKet2qwijlDFuPiPb,Circles,86,183,246dkjvS1zLTtiykXe5h60,06/09/2019,215280,0.189,0.695,0.763,0.00242,0.0863,-3.497,0.0396,120.042,0.551,0,1,4,246dkjvS1zLTtiykXe5h60,post malone,87151720,86,43660098,"dfw rap, melodic rap, pop, rap",2016,2023,20,Power Gaming
0hFTdvxUbHl1CqrdZcbWtZ,Tummy Hurts,73,183,2hUYKu1x0UZQXvzCmggvSn,18/08/2023,168978,0.764,0.61,0.686,6.99E-06,0.117,-5.821,0.265,149.759,0.481,4,1,3,2hUYKu1x0UZQXvzCmggvSn,reneé rapp,8134118,70,810883,"alt z, singer-songwriter pop",2022,2024,8,'fit check
39QBkWKnap8wRSW4WB9OK0,Gin and Juice,74,185,7hJcb9fa4alzcOq3EaNPoG,23/11/1993,211866,0.0953,0.603,0.762,1.53E-05,0.478,-7.744,0.285,94.726,0.379,4,0,4,7hJcb9fa4alzcOq3EaNPoG,snoop dogg,28654788,82,11424788,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap",2011,2023,20,Summer Party
3qXsX3mYSsD1DmAvc3PE3N,Love You Anyway,65,184,718COspgdWOnwOFpJHRZHS,10/02/2023,229626,0.149,0.532,0.489,0,0.237,-7.419,0.0311,139.807,0.32,4,1,4,718COspgdWOnwOFpJHRZHS,luke combs,24107787,81,10421622,"contemporary country, country",2017,2023,20,Chillin' on a Dirt Road
1f12vrnCzIvlJ4zyCDTYvp,Stille Sjø,61,185,1RRY8KBuZYuhAAJRgdDlP9,14/07/2023,151829,0.989,0.358,0.0122,0.922,0.0931,-30.056,0.0379,75.778,0.21,1,1,3,1RRY8KBuZYuhAAJRgdDlP9,ole-bjørn talstad,655751,54,2124,background piano,2021,2024,20,Peaceful Piano
4HMop4Re0iucehmF7mgV27,act ii: date @ 8,82,185,5fi7lIgJGH3RgUpJYcffQ7,15/12/2023,113684,0.51,0.741,0.451,2.01E-05,0.403,-13.117,0.101,136.48,0.558,0,1,4,5fi7lIgJGH3RgUpJYcffQ7,4batz,13036156,70,467954,,2023,2024,6,RapCaviar
10eBRyImhfqVvkiVEGf0N0,Enchanted,66,2,06HL4z0CvFAxyc27GXpf02,25/10/2010,352186,0.0739,0.455,0.623,0.000424,0.146,-3.878,0.0288,163.893,0.208,8,1,4,06HL4z0CvFAxyc27GXpf02,taylor swift,100579801,100,106719591,pop,2012,2023,20,Alone Again
3ca9aWbM7H6j138sWF4fPG,My Kinda Girl,45,184,2ruMkdO4e1tJWDHsYSEtxr,12/10/2018,254965,0.0291,0.68,0.716,0.000422,0.0904,-3.571,0.0719,83.904,0.633,10,1,4,2ruMkdO4e1tJWDHsYSEtxr,beres hammond,689090,49,340323,"lovers rock, reggae, roots reggae, soca",2004,2023,20,New Music Friday
7nLMZKhfkFZLr9rz4VyOpF,Vart jag mig i världen vänder,58,185,0NyrvUybTePmsuED5vZi4G,01/01/2012,212109,0.0973,0.783,0.596,0,0.0512,-7.392,0.0606,127.908,0.132,9,1,4,0NyrvUybTePmsuED5vZi4G,den svenska björnstammen,444332,49,259453,"swedish electropop, swedish pop",2007,2024,20,Made in Sweden
0nwTMzpatarzvLvtwwzdCt,Thunderous,72,183,2dIgFjalVxs4ThymZ67YCE,23/08/2021,183266,0.213,0.601,0.786,0,0.209,-3.706,0.234,172.156,0.79,1,1,4,2dIgFjalVxs4ThymZ67YCE,stray kids,8207303,82,14967522,"k-pop, k-pop boy group, pop",2018,2023,20,Hallyu Boy Bands
26OVhEqFDQH0Ij77QtmGP9,YES or YES,68,183,7n2Ycct7Beij7Dj7meI4X0,05/11/2018,237680,0.0514,0.702,0.913,3.72E-06,0.166,-2.977,0.0374,137.981,0.735,11,1,4,7n2Ycct7Beij7Dj7meI4X0,twice,11658967,79,19940903,"k-pop, k-pop girl group, pop",2017,2024,20,K-Pop ON! (온)
7znaTjqonnsPcuQpOcQ7nT,Hear My Dear,40,183,2gFsmDBM0hkoZPmrO5EdyO,03/06/2022,334600,0.43,0.219,0.58,0.0852,0.119,-7.579,0.043,184.312,0.32,4,0,3,2gFsmDBM0hkoZPmrO5EdyO,tedeschi trucks band,586607,49,416473,"blues rock, electric blues, jam band, modern blues, modern blues rock, southern rock",2011,2023,20,Blues & Roots Rock
0tNuJpBgtE65diL6Q8Q7fI,On & On,70,184,7IfculRW2WXyzNQ8djX8WX,01/01/1997,226133,0.0392,0.761,0.403,0.0113,0.256,-10.424,0.158,80.476,0.346,11,0,4,7IfculRW2WXyzNQ8djX8WX,erykah badu,4444468,65,2858897,"afrofuturism, alternative r&b, neo soul, r&b",1996,2019,19,Gold School
597H3V2av5dnxNcIDa4Yrk,Waitings,61,185,5OJrYNaBOdmPu2XsvH7tiW,09/09/2022,139411,0.99,0.344,0.0893,0.927,0.0958,-26.873,0.0354,94.414,0.178,9,1,3,5OJrYNaBOdmPu2XsvH7tiW,felix tanguy,438320,46,698,,2022,2022,5,Peaceful Piano
5uGXVcOINWmyUzpz0lKq7m,Home (2019 Remaster),74,40,7giUHu5pv6YTZgSkxxCcgh,07/07/2009,306373,0.245,0.53,0.634,0.000601,0.0978,-5.759,0.0311,111.615,0.105,2,1,4,7giUHu5pv6YTZgSkxxCcgh,edward sharpe & the magnetic zeros,6116019,63,1011879,"la indie, stomp and holler",2006,2016,11,Sunrise Run
551Lg3Jo8w4aP0gBmgf3qQ,The way to lose you (Korean Ver.),56,185,6zn0ihyAApAYV51zpXxdEp,05/01/2024,261600,0.862,0.468,0.168,0,0.11,-9.557,0.0402,123.088,0.303,3,1,4,6zn0ihyAApAYV51zpXxdEp,10cm,1664408,61,581339,korean pop,2011,2024,20,K-Folk/Acoustic
3I56OBwJkDAyt9L00c8ois,SOLD OUT,59,185,5QNm7E7RU2m64l6Gliu8Oy,16/03/2022,202912,0.00556,0.504,0.893,1.83E-05,0.34,-4.801,0.0488,145.005,0.333,9,1,4,5QNm7E7RU2m64l6Gliu8Oy,hardy,8683605,71,888636,"contemporary country, modern country pop",2019,2024,20,Chillin' on a Dirt Road
6aPXjtda2SdTi8rAcFlrOS,Birth,64,184,213zHiFZwtDVEqyxeCbk07,29/03/2024,162373,0.359,0.363,0.716,0,0.302,-6.505,0.205,169.59,0.114,7,0,4,213zHiFZwtDVEqyxeCbk07,artms,291781,49,58114,,2023,2024,2,EQUAL K-Pop
3JHgXCFXvwmhF87cpPzwxz,What's On Your Mind,30,185,5axuNl3MPux2y2GuCmuitJ,22/03/2024,177784,0.00546,0.399,0.744,0.00269,0.116,-4.107,0.0409,176.108,0.152,5,0,4,5axuNl3MPux2y2GuCmuitJ,nadine randle,8630,23,244,orebro indie,2020,2024,13,Made in Sweden
351CSUM0YDA0GCbHCSKoL1,Bow Bow Bow (F My Baby Dad),73,185,3DbwFQlvLxRSi2uX8mf81A,01/12/2023,140400,0.194,0.823,0.728,0,0.318,-4.336,0.15,85.051,0.455,1,1,4,3DbwFQlvLxRSi2uX8mf81A,sexyy red,20339489,74,865753,trap queen,2021,2024,20,Hip-Hop Controller
2bVeUlOC5JjTpkQXuUUoYm,GIVE HEAVEN SOME HELL,71,185,5QNm7E7RU2m64l6Gliu8Oy,04/09/2020,217801,0.0525,0.639,0.843,0,0.0854,-4.975,0.0362,126.047,0.528,11,1,4,5QNm7E7RU2m64l6Gliu8Oy,hardy,8696994,71,892326,"contemporary country, modern country pop",2019,2024,20,Hard Rock
7JdPDRXShJjWBhtZGDdgFx,Then I Saw You,49,185,0PakiWNpTSBhrIdGmVW9PA,20/10/2023,186708,0.993,0.396,0.0312,0.932,0.114,-27.866,0.0311,86.405,0.119,0,1,4,0PakiWNpTSBhrIdGmVW9PA,theordor wessman,95429,30,71,,2023,2024,8,Instrumental Study
08TCIO6LpgC11UdayeOxWB,Circles Around This Town,44,185,6WY7D3jk8zTrHtmkqqo5GI,25/03/2022,195760,0.015,0.591,0.814,0,0.117,-4.986,0.0468,149.9,0.815,4,1,4,6WY7D3jk8zTrHtmkqqo5GI,maren morris,11663741,66,797280,"classic texas country, contemporary country",2017,2024,20,Chillin' on a Dirt Road
