ids,names,popularity,markets,artists,release_date,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,musicalkey,musicalmode,time_signature,ids_artist,names_artist,monthly_listeners,popularity_artist,followers,genres,first_release,last_release,num_releases,playlists_found_artist
1ELJ66txni1o86RVvdcgHb,Augury,65,185,4NkftNKnmddqOOVCrSvOOa,18/08/2023,156066,0.981,0.587,0.0614,0.894,0.112,-22.387,0.0484,75.041,0.399,9,0,4,4NkftNKnmddqOOVCrSvOOa,lynx xii,1236796,49,2935,528hz,2022,2024,9,Deep Sleep
4hoqP9dIAu2Nk6u5LvxOR4,Wool - from The Hunger Games: The Ballad of Songbirds & Snakes,56,183,4SfGzWmeoNPKIOmiyc7Pav,17/11/2023,229357,0.904,0.6,0.273,0.0144,0.106,-13.558,0.0295,111.642,0.182,5,0,4,4SfGzWmeoNPKIOmiyc7Pav,flatland cavalry,2486256,61,261485,"classic texas country, red dirt",2015,2024,15,Indigo
4jsclhn5Q5oYDdV8uFa1DS,Eclipse,51,185,6ZjCGd6OJIo6RTmtY8Kz0v,02/02/2024,124000,0.991,0.806,0.092,0.903,0.102,-21.058,0.113,137.855,0.828,1,1,4,6ZjCGd6OJIo6RTmtY8Kz0v,taylor owen,96773,34,10,,2024,2024,2,Instrumental Guitar Focus
1KTemUlHzS0SvVtTjY1NTw,Turn the Lights Back On,64,185,6zFYqv1mOsgBRQbae3JJ9e,01/02/2024,238939,0.643,0.502,0.469,0,0.271,-4.939,0.0264,83.123,0.458,0,1,3,6zFYqv1mOsgBRQbae3JJ9e,billy joel,30536680,77,5860286,"album rock, classic rock, heartland rock, mellow gold, piano rock, rock, singer-songwriter, soft rock",1974,2023,20,Piano Ballads
6ET9kf9riLETWs9lePUEAI,Slow Burn,68,184,70kkdajctXSbqSMJbQO424,30/03/2018,246133,0.462,0.555,0.43,0.000191,0.0869,-9.105,0.0295,147.613,0.274,2,1,4,70kkdajctXSbqSMJbQO424,kacey musgraves,25095723,76,1398921,"classic texas country, contemporary country, country dawn",2013,2024,20,Women of Country
0JnV1e4sPig5UFzrO8S6iG,He's Dancing So Well (I'm Better),38,185,47rOF45mpciP0KFUlBqKUX,11/04/2024,180394,0.495,0.848,0.647,0.0139,0.0765,-8.955,0.0639,133.009,0.533,10,1,4,47rOF45mpciP0KFUlBqKUX,asbjørn,18785,24,12069,,2012,2024,20,Fresh Finds Pop
2FOlLBy4G6UKrSNgHrestM,Echoes,58,185,1jPw7hSDKuDDUqZE3DZYLF,09/06/2023,120133,0.994,0.337,0.0749,0.94,0.116,-25.356,0.0549,163.507,0.223,10,1,4,1jPw7hSDKuDDUqZE3DZYLF,crimson memoirs,577335,47,1623,background piano,2021,2024,20,Focus Piano
35dhwUoJNlxrPyEIJkfDnx,I GOT YOU,70,183,7n2Ycct7Beij7Dj7meI4X0,02/02/2024,173240,0.0451,0.52,0.805,0,0.0935,-3.706,0.0551,176.103,0.496,8,1,4,7n2Ycct7Beij7Dj7meI4X0,twice,11860464,81,19906222,"k-pop, k-pop girl group, pop",2017,2024,20,EQUAL K-Pop
61B7mbo3BAGqHmPpL29Ehf,Be the Light,41,185,7LdZwtnhfB1GoC9SE9tvyb,26/09/2021,234397,0.405,0.542,0.4,0,0.175,-8.845,0.0295,132.133,0.209,1,1,4,7LdZwtnhfB1GoC9SE9tvyb,kim jae hwan,201869,40,151123,korean pop,2020,2024,20,K-Folk/Acoustic
4lR8sYGMGZPvthF2yUfo7T,Smart,84,185,4SpbR6yFEvexJuaBpgAU5p,19/02/2024,166384,0.115,0.799,0.675,0,0.0833,-5.474,0.0465,113.076,0.594,1,1,4,4SpbR6yFEvexJuaBpgAU5p,le sserafim,15964937,78,4987451,k-pop girl group,2022,2024,20,KrOWN
1o8Z7GD1CeOaVBEyuzu4HO,On My Mama,72,185,63XBtGSEZINSyXylZxEUbv,16/06/2023,186678,0.551,0.481,0.539,0.00539,0.12,-7.865,0.108,153.277,0.621,4,0,4,63XBtGSEZINSyXylZxEUbv,victoria monét,9043137,70,1018549,"alternative r&b, r&b",2015,2023,20,Good Vibes
0BsgEGGkpLtMnbp8z0LnRF,My love,48,185,5jKR9zUiwVSlHO8N5JYu6e,03/05/2024,170826,0.988,0.341,0.0547,0.904,0.0891,-28.355,0.0358,95.145,0.186,2,0,4,5jKR9zUiwVSlHO8N5JYu6e,maxime verdoni,90731,37,1053,,2021,2024,20,Piano in the Background
0XZL9R2exRu1Rpw6KSAeS4,Fairytale,53,184,2dIgFjalVxs4ThymZ67YCE,22/06/2022,172360,0.136,0.838,0.749,0,0.0634,-3.988,0.0614,120.008,0.658,1,1,4,2dIgFjalVxs4ThymZ67YCE,stray kids,8222204,82,14957591,"k-pop, k-pop boy group, pop",2018,2023,20,K-Pop ON! (온)
3nMBQwUV1g1pkWxEz4kb2b,Bastione,50,185,16yfPw6Pf0UdDBX05HqCa7,18/08/2023,157993,0.993,0.328,0.0673,0.951,0.104,-26.221,0.0467,95.981,0.471,9,1,4,16yfPw6Pf0UdDBX05HqCa7,robert gafforelli,292995,40,1459,background piano,2018,2024,14,Perfect Concentration
4BSUpjNIIuy766fewPrcvH,Cormorant Bird,35,185,0WJc0VDtzsLIk33XRB20Dy,24/03/2017,207441,0.625,0.283,0.221,0.921,0.11,-18.422,0.0336,100.416,0.0983,6,0,4,0WJc0VDtzsLIk33XRB20Dy,fionn regan,201558,39,73041,"irish pop, irish singer-songwriter",2006,2019,12,The Wilds
7aQWQSrLhPuRbHUewe6HLB,Let the Rain Come Down,50,185,69B1gu9EjC0rNb59YYNVPM,19/05/2017,199773,0.14,0.643,0.616,0.00194,0.0745,-5.755,0.0325,147.076,0.345,2,0,4,69B1gu9EjC0rNb59YYNVPM,the steel woods,310601,42,160964,modern southern rock,2016,2023,17,Country Rocks
5TL5UAuqUchiNIUj2yERcI,Chasing Cars,53,185,5WwVhFK3J7CWQn30hZ8GPb,05/04/2024,181344,0.217,0.681,0.839,0.359,0.492,-7.147,0.0778,130.061,0.21,1,0,4,5WwVhFK3J7CWQn30hZ8GPb,twelve,363967,46,3247,,2020,2024,17,New Music Friday Sweden
5Th6EdNVhxp0TPX41ZLZk6,One Way Or Another - Remastered 2001,59,184,4tpUmLEVLCGFr93o8hFFIB,1979,212706,0.0118,0.45,0.877,4.95E-05,0.0699,-6.403,0.0532,162.477,0.896,9,1,4,4tpUmLEVLCGFr93o8hFFIB,blondie,12986116,70,1434930,"candy pop, new wave pop, permanent wave, power pop, rock, synthpop",1976,2022,20,80s Rock Anthems
4G7LYlnVgPWVmjXERE8NnB,Bad Dream,68,184,0NIPkIjTV8mB795yEIiPYL,26/04/2024,210904,0.101,0.485,0.879,0,0.139,-5.028,0.0299,176.145,0.9,7,1,4,0NIPkIjTV8mB795yEIiPYL,wallows,12335784,68,2696218,pov: indie,2018,2024,20,it's alt good
3Gk9vNS3KYAKIFX4A7U1DU,You′re My Joy and Luck (Piano by IM IN GUN),46,185,2QM5S4yO6xHgnNvF0nbZZq,03/04/2024,219991,0.977,0.725,0.129,7.95E-05,0.13,-10.052,0.0344,114.861,0.481,4,1,3,2QM5S4yO6xHgnNvF0nbZZq,seulgi,1132977,56,1122992,k-pop,2016,2024,11,Korean OSTs
64FQyOZ9XEu8BOjSLdKSxP,Flourish,49,185,6jemOV5J9N3xXXhXwaY5fR,14/07/2023,151124,0.995,0.433,0.032,0.947,0.0795,-27.032,0.0375,92.817,0.11,5,1,4,6jemOV5J9N3xXXhXwaY5fR,vincent pino,112301,34,213,,2019,2023,10,Focus Piano
4P76CEIXrrWT2cgS1YrTMr,Genesis,58,179,6M2wZ9GZgrQXHCFfjv46we,02/06/2017,205720,0.0244,0.715,0.572,0,0.26,-6.853,0.0745,113.02,0.429,7,1,4,6M2wZ9GZgrQXHCFfjv46we,dua lipa,76066552,89,43076311,"dance pop, pop, uk pop",2017,2024,20,Daily Lift
0L3MTnYNbfbaJIoeKAzTAq,Happy Now?,0,0,6grXi1oBW9ayoP4FTt4r2Z,28/03/2024,180361,0.137,0.598,0.554,1.32E-05,0.62,-6.535,0.0406,91.496,0.35,4,0,4,6grXi1oBW9ayoP4FTt4r2Z,mergui,368408,43,186753,israeli pop,2022,2024,9,Contemporary Blend
49RCNd8Kp2PdZnxARXsZtJ,I'M UP,28,185,69H1Ooj2eBJXLTk3IEBV0v,21/01/2024,140487,0.19,0.777,0.669,2.22E-06,0.152,-7.411,0.138,122.754,0.823,10,1,4,69H1Ooj2eBJXLTk3IEBV0v,reddy,113682,40,45634,k-rap,2013,2024,20,KrOWN
5rfMHAaZCA8ym79TN2GdbV,Aspres,62,185,2o6Pj478mXZrEZbEFnAbXp,05/11/2023,199119,0.995,0.508,0.0526,0.954,0.104,-33.418,0.0444,125.013,0.674,1,1,4,2o6Pj478mXZrEZbEFnAbXp,ren lockhart,1155643,57,497,,2023,2024,20,Focus Piano
62l1ZGNoUlJlVwhwMKu2T6,Simon Says,67,185,5DKuVtlpDH0agZQUFDy8O7,18/10/2019,173373,0.141,0.622,0.913,2.71E-05,0.12,-3.701,0.462,92.222,0.546,1,1,4,5DKuVtlpDH0agZQUFDy8O7,pharoahe monch,1705185,53,238994,"conscious hip hop, east coast hip hop, queens hip hop",2003,2022,20,Throwback Thursday
1a73gcEg6h6Re6hHXoVltJ,FTCU,80,183,0hCNtLu0JehylgoiP8L4Gh,08/12/2023,172137,0.0173,0.93,0.435,0.000287,0.117,-6.694,0.202,144.978,0.227,11,1,4,0hCNtLu0JehylgoiP8L4Gh,nicki minaj,51488921,87,30843132,"hip pop, pop, queens hip hop, rap",2010,2024,20,RapCaviar
4Na2HfNSr58chvfX69fy36,one of wun,73,184,2hlmm7s2ICUX0LVIhVFlZQ,10/05/2024,144000,0.0872,0.915,0.453,0.000163,0.104,-4.589,0.27,139.943,0.287,10,0,4,2hlmm7s2ICUX0LVIhVFlZQ,gunna,38805783,81,7085290,"atl hip hop, melodic rap, rap, trap",2016,2024,20,RapCaviar
5iVgHr0hrCFOvem4Yc75Gc,Finding The Heavens,52,184,0GZHuvPr2iFDH4BQFLOrEp,28/01/2022,167063,0.995,0.297,0.00325,0.935,0.118,-34.72,0.0608,74.392,0.121,4,1,4,0GZHuvPr2iFDH4BQFLOrEp,polly carter,657319,48,1180,,2022,2024,20,calm vibes
3YKptz29AsOlm7WAVnztBh,Kiss from a Rose,74,184,5GtMEZEeFFsuHY8ad4kOxv,31/05/1994,288426,0.684,0.584,0.533,0,0.306,-7.11,0.0305,131.745,0.224,10,0,3,5GtMEZEeFFsuHY8ad4kOxv,seal,4968779,63,1812443,"british soul, new wave pop",1991,2023,20,Dinner with Friends
04uR2cdkgiaLIzebPcs25m,Two Weeks,70,185,2Jv5eshHtLycR6R8KQCdc4,24/05/2009,246213,0.3,0.526,0.723,0.00698,0.058,-5.59,0.0294,159.685,0.744,5,1,4,2Jv5eshHtLycR6R8KQCdc4,grizzly bear,2068683,55,840700,"art pop, baroque pop, brooklyn indie, indie rock, neo-synthpop, new weird america",2004,2017,20,Throwback Thursday
1SyAYIrYK269TynosiAY1L,Memoirs,52,185,1o402msQD5tWRl4y5jnrvI,01/12/2023,173500,0.993,0.437,0.0437,0.957,0.0998,-28.242,0.0396,92.954,0.368,1,0,3,1o402msQD5tWRl4y5jnrvI,gunnel boek,590965,49,647,background piano,2023,2024,20,Perfect Concentration
2nRcwYvF3RPx0rXTmRGHyc,Solitary Road,54,185,3BJX1nYizKvWpZTY5HOAr4,05/04/2024,211326,0.163,0.409,0.834,1.55E-05,0.104,-4.836,0.0441,189.959,0.42,4,0,4,3BJX1nYizKvWpZTY5HOAr4,charley crockett,1609850,60,301750,"new americana, southern americana",2015,2024,20,New Traditions Country Heroes
5NelxeQ8Yd4ytdhdGog8c5,(You) Got What I Need,55,185,3uuQLSmKyXSXIStTYGKLrT,17/02/1998,179333,0.534,0.408,0.518,0,0.134,-10.842,0.0743,186.947,0.805,0,1,4,3uuQLSmKyXSXIStTYGKLrT,freddie scott,225767,34,10383,,1964,2006,4,Feel Good Dinner
1mw0RgNXIpYRyyCdBQbLgA,Love Of My Life,72,185,6KImCVD70vtIoJWnq6nGn3,20/05/2022,191638,0.669,0.555,0.536,0,0.0623,-8.233,0.0452,118.057,0.203,7,1,4,6KImCVD70vtIoJWnq6nGn3,harry styles,57481704,82,31811676,pop,2017,2022,4,Warm Fuzzy Feeling
5W58ZBcZAORm1aNM4XRUWA,Ghost K!D,45,185,5xyPRB5a4OkeJrj4vLXKvi,23/01/2024,233984,0.0243,0.629,0.857,0.0919,0.391,-5.101,0.0644,172.015,0.835,0,1,4,5xyPRB5a4OkeJrj4vLXKvi,dabin,69647,35,58456,,2024,2024,1,KrOWN
5elW2CKSoqjYoJ32AGDxf1,Polaroid Love,74,185,5t5FqBwTcgKTaWmfEbwQY9,10/01/2022,184601,0.458,0.738,0.67,0,0.361,-3.766,0.0439,138.055,0.651,7,0,4,5t5FqBwTcgKTaWmfEbwQY9,enhypen,9808863,78,8261674,"anime, k-pop boy group",2021,2024,20,K-Pop ON! (온)
4rUWdWtDbM3aYUHoFTzJdW,Cold World,45,0,4WqVsCKvGiqrgF9v27Dsa8,30/01/2024,197026,0.000102,0.449,0.926,0.00432,0.262,-3.394,0.048,92.992,0.258,11,1,4,4WqVsCKvGiqrgF9v27Dsa8,death lens,182086,39,24603,"action rock, socal indie, surf punk",2014,2024,17,New Noise
7r5OPg9Bo6dO6bJVnG55iK,Dallas,25,0,1Gi5tHYi0ptGG0G3tX9PkU,06/02/2024,362140,3.00E-05,0.28,0.942,0.00215,0.138,-4.671,0.0558,122.474,0.284,6,1,4,1Gi5tHYi0ptGG0G3tX9PkU,gouge away,119031,40,45975,"diy emo, florida hardcore, indie punk, modern hardcore, modern melodic hardcore",2016,2024,11,Fresh Finds Rock 
154t1fkfSU7zyJojSN6gvR,"Take Me Home, Country Roads",50,185,2sG4zTOLvjKG1PSoOyf5Ej,07/02/2021,185421,0.912,0.327,0.168,0.0245,0.0973,-13.988,0.0499,76.779,0.0999,9,0,4,2sG4zTOLvjKG1PSoOyf5Ej,brandi carlile,4598671,61,812026,"acoustic pop, ectofolk, folk, indie folk, lilith, modern folk rock, new americana",2005,2024,20,New Traditions Country Heroes
5a5q1sFcpMoPRk5fRGWq2W,In My Head,55,185,3BLx7avD36sNpMNA1nZ7Dj,31/03/2022,104571,0.224,0.709,0.504,0.772,0.146,-5.913,0.0311,139.973,0.651,2,0,4,3BLx7avD36sNpMNA1nZ7Dj,take van,354506,41,31526,,2019,2024,20,'fit check
6fL5O5y6pSeU5Hjx9SgKar,Country's Cool Again,64,185,6tPHARSq45lQ8BSALCfkFC,16/02/2024,218280,0.101,0.549,0.901,5.70E-06,0.139,-3.714,0.0705,170.008,0.803,0,0,4,6tPHARSq45lQ8BSALCfkFC,lainey wilson,7695557,72,636302,"contemporary country, modern country pop",2016,2024,17,Indigo
2m2GJpBjQNNphaCgBeoj7R,Fracture,66,184,25s9H1JQmTu3iuFzpXWUIg,17/04/2020,207640,0.99,0.324,0.0186,0.934,0.105,-28.248,0.0476,85.297,0.126,2,1,4,25s9H1JQmTu3iuFzpXWUIg,stephan moccio,2243452,56,44771,background piano,2020,2024,20,Peaceful Piano
3SLhntsE0KgkioZHs7l4ol,Beautiful Ashes,49,184,4D9foUQxTrsS0w2BeyCD16,17/04/2024,212600,0.186,0.53,0.704,0,0.247,-3.629,0.0353,82.973,0.317,0,1,4,4D9foUQxTrsS0w2BeyCD16,onewe,247510,45,414760,"k-pop, k-pop boy group",2018,2024,17,Hallyu Boy Bands
1XnpzbOGptRwfJhZgLbmSr,Pretty Savage,71,129,41MozSoPIsD1dJM0CLPjZF,02/10/2020,201122,0.00886,0.701,0.556,0.000122,0.106,-7.42,0.0414,152.045,0.333,9,0,4,41MozSoPIsD1dJM0CLPjZF,blackpink,17508793,78,48558446,"k-pop, k-pop girl group, pop",2018,2023,20,KrOWN
5IXA8J6Xugs507nAzwSa5F,Sinner,59,183,5SHgclK1ZpTdfdAmXW7J6s,02/02/2024,176483,0.00144,0.58,0.828,0.00927,0.0983,-4.713,0.0305,101.984,0.359,7,1,4,5SHgclK1ZpTdfdAmXW7J6s,the last dinner party,5404695,66,350183,,2023,2024,8,Rockin' Vibes
4LFwNJWoj74Yd71fIr1W8x,Right Here Waiting,77,184,0grdhNhiRLFBaFVyybqsj6,01/01/1989,264333,0.8,0.395,0.252,0,0.101,-13.589,0.0301,177.679,0.126,0,1,4,0grdhNhiRLFBaFVyybqsj6,richard marx,5436004,66,1292611,"new wave pop, soft rock",1987,2023,20,All Out 80s
3X5v66feq3JJn1jSnbDrSu,Ode To Moss,49,185,6LnYKrYDcRXSfquJEbRThj,23/02/2024,193257,0.892,0.157,0.0758,0.93,0.113,-27.246,0.0351,143.42,0.0362,6,1,4,6LnYKrYDcRXSfquJEbRThj,aviaries,132002,32,33,,2023,2024,6,Meditate to the Sounds of Nature
2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),82,185,3FUY2gzHeIiaesXtOAdB7A,27/03/2001,259933,0.153,0.481,0.638,0,0.154,-5.862,0.0276,79.064,0.497,0,1,4,3FUY2gzHeIiaesXtOAdB7A,train,26468735,71,4202708,"dance pop, neo mellow, pop, pop rock",1998,2024,20,Throwback Thursday
7k6Ia6hsrweMKk1LiObkC9,Good Right Now,32,0,7foyQbi7GKriLiv1GPVEwt,29/10/2021,201892,0.0963,0.578,0.897,0.00215,0.195,-6.25,0.0413,96.027,0.768,6,0,4,7foyQbi7GKriLiv1GPVEwt,susto,343279,43,46285,"deep new americana, south carolina indie",2014,2023,20,Wild & Free
7gM0bjWc2LpgZTihy4U18P,Old Days,65,185,3hcs9uc56yIGFCSy9leWe7,23/02/2024,195267,0.351,0.599,0.71,0,0.113,-7.39,0.576,82.243,0.572,1,1,4,3hcs9uc56yIGFCSy9leWe7,lil durk,22250175,81,7323565,"chicago drill, chicago rap, drill, hip hop, rap, trap",2016,2023,20,Daily Lift
3ab4v5DEX5BTlfKp5PA6yu,Hopelessly Devoted To You - Spotify Single,43,185,3aROeSNBd69DWHpcyyMOcI,31/05/2023,190624,0.899,0.245,0.293,0.0469,0.0806,-14.026,0.0498,73.966,0.0722,0,1,4,3aROeSNBd69DWHpcyyMOcI,alex porat,546233,47,100124,indonesian pop,2019,2024,20,Chill Pop
3m6KkYKdnbffMpGd9Pm9FP,Seven Nation Army,19,0,4F84IBURUo98rz4r61KF70,01/04/2003,231920,0.00666,0.745,0.466,0.35,0.272,-7.62,0.0864,123.889,0.303,4,0,4,4F84IBURUo98rz4r61KF70,the white stripes,16214177,71,3061414,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, permanent wave, punk blues, rock",1999,2023,20,Rock Solid
5IFuZw0mqTVZn1xWzfYqbb,old song,44,185,6a3Mfrn2XBR1DfPg1QGa1d,04/10/2013,272762,0.144,0.577,0.574,0,0.108,-6.165,0.0291,143.923,0.376,0,1,4,6a3Mfrn2XBR1DfPg1QGa1d,standing egg,345353,41,184414,"k-indie, korean pop",2010,2024,20,K-Folk/Acoustic
30RZAuEkYeDXvy46Iv6l7E,Homesick,63,185,3oSJ7TBVCWMDMiYjXNiCKE,01/11/2019,205400,0.46,0.701,0.5,0,0.234,-8.82,0.0303,97.028,0.409,8,1,4,3oSJ7TBVCWMDMiYjXNiCKE,kane brown,13057980,72,5336382,"black americana, contemporary country, country, country road",2016,2024,20,Wild Country
1ZLsZGzB04p76fyrUcnxOf,Stella,34,185,2th806MD01Yc7JKd06uJ14,04/02/2020,180500,0.959,0.467,0.054,0.928,0.11,-23.784,0.0324,111.989,0.0721,0,1,4,2th806MD01Yc7JKd06uJ14,the lost astronaut,11406,14,181,,2020,2021,2,Atmospheric Calm
787Y2idwCU2Rk60Prv4wpr,Saving Up,78,185,205i7E8fNVfojowcQSfK9m,06/10/2023,207514,0.00353,0.747,0.822,0.132,0.165,-6.373,0.0721,129.994,0.578,3,0,4,205i7E8fNVfojowcQSfK9m,dom dolla,7784852,70,371758,"australian house, deep groove house, house",2021,2024,20,Pop Remix
5DHSlpd0MX9DfnoAQqolfa,Julia (deep diving),41,185,4oLeXFyACqeem2VImYeBFe,23/11/2020,274500,0.157,0.657,0.696,0.349,0.323,-8.889,0.119,127.999,0.238,6,1,4,4oLeXFyACqeem2VImYeBFe,fred again..,16981076,79,1387995,"edm, house, stutter house",2020,2024,20,Main Stage
0E4Y1XIbs8GrAT1YqVy6dq,Afterglow,69,185,6eUKZXaKkcviH0Ku9w2n3V,21/12/2020,185486,0.698,0.641,0.324,0,0.328,-5.851,0.0299,110.184,0.273,11,1,4,6eUKZXaKkcviH0Ku9w2n3V,ed sheeran,68753137,85,113661420,"pop, singer-songwriter pop, uk pop",2011,2023,20,Warm Fuzzy Feeling
6LwpZOqFrY4sLkQFPtFEfq,Running Up That Hill,28,185,53t38sKooUEyyENANtticX,24/03/2023,164346,0.94,0.632,0.387,0.0182,0.196,-9.725,0.0399,117.604,0.609,10,1,4,53t38sKooUEyyENANtticX,taylor ashton,214185,34,5762,canadian indie folk,2018,2023,20,Bluegrass Covers
7In6pEoQFeJs77NYYnTJtA,Lost,17,180,5b02TpKt4S8eb9f7Smg8Au,19/04/2024,286018,0.0093,0.595,0.735,0.867,0.0728,-5.696,0.038,120.017,0.711,4,0,4,5b02TpKt4S8eb9f7Smg8Au,prisma,391336,42,6693,danish indie,2020,2024,17,New Music Friday Sweden
0rIAC4PXANcKmitJfoqmVm,Motivation,67,185,2cWZOOzeOm4WmBJRnD5R7I,16/08/2019,193837,0.0192,0.599,0.887,1.21E-06,0.3,-3.967,0.0984,170.918,0.881,4,1,4,2cWZOOzeOm4WmBJRnD5R7I,normani,11245736,64,2654393,"pop, r&b",2018,2024,16,Pop Rising
741SePkge5anOObH5JLG5r,Elevation,54,185,5DYjSQAZSKcn363QyjYNrG,17/11/2023,200843,0.991,0.405,0.0906,0.922,0.094,-30.155,0.0317,90.565,0.32,9,1,4,5DYjSQAZSKcn363QyjYNrG,celine hayes,263375,41,340,background piano,2021,2023,9,Piano in the Background
6zrZ7mVcznNd2Q6qB0iBrq,Can't Anymore,57,184,1OFOShsIbhy1l5x73yuVyB,11/03/2022,155307,0.209,0.771,0.724,3.51E-06,0.281,-5.372,0.0422,102.991,0.77,9,0,4,1OFOShsIbhy1l5x73yuVyB,shenseea,4215223,61,719856,"dancehall, dancehall queen",2021,2024,20,New Music Friday
6LnEoRQKMcaFTR5UvaKuBy,Rock with you,71,185,7nqOGRxlXj7N2JYbgNEjYH,22/10/2021,180360,0.0966,0.621,0.816,0,0.134,-5.242,0.104,163.966,0.694,11,1,4,7nqOGRxlXj7N2JYbgNEjYH,seventeen,6318879,79,11185878,"k-pop, k-pop boy group",2016,2024,20,Hallyu Boy Bands
50KjEgqnSXYfNGSbtV4zjq,Okapi,44,185,6o8sDniHcZPM1SixvjKiYS,09/05/2024,258857,0.00651,0.412,0.811,0.69,0.151,-7.229,0.0926,139.921,0.279,6,0,4,6o8sDniHcZPM1SixvjKiYS,novelists,378653,47,97598,"djent, melodic metalcore, metalcore",2014,2023,14,Kickass Metal
5qxOeTyWa0JAst5fqdrqgu,Drown,67,184,31TPClRtHm23RisEBtV3X7,23/02/2024,260120,0.382,0.606,0.58,2.37E-06,0.665,-5.337,0.0389,136.989,0.34,9,0,4,31TPClRtHm23RisEBtV3X7,justin timberlake,41026945,79,13954736,"dance pop, pop",2002,2024,20,K-Pop X-Overs
4DYdrgkSWVYzo9e5RMnUMV,Circles,48,183,4dwdTW1Lfiq0cM8nBAqIIz,10/07/2020,223173,0.199,0.631,0.548,0,0.0796,-7.289,0.0303,115.023,0.133,0,1,4,4dwdTW1Lfiq0cM8nBAqIIz,of monsters and men,9694165,68,3466692,"folk-pop, metropopolis, modern rock, stomp and holler",2012,2022,14,Sunrise Run
5fWKr5p15BTazjflJ6HX5j,Catallena,59,184,2QHTtUsN6Q13w3QHdfRqsK,12/03/2014,193153,0.0325,0.69,0.931,4.37E-05,0.199,-2.061,0.0298,126.983,0.957,4,0,4,2QHTtUsN6Q13w3QHdfRqsK,orange caramel,387286,41,321841,"k-pop, k-pop girl group",2010,2014,11,Satang Mix (사탕 믹스)
7j74lucZ59vqN67Ipe2ZcY,Maneater,84,185,77tT1kLj6mCWtFNqiOmP9H,04/10/1982,273173,0.0405,0.724,0.498,8.56E-05,0.0761,-13.083,0.0423,88.825,0.823,11,0,4,77tT1kLj6mCWtFNqiOmP9H,daryl hall & john oates,27006210,76,2352501,"album rock, classic rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",1977,2022,20,All Out 80s
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,91,185,6HaGTQPmzraVmaVxvz6EUc,03/11/2023,206019,0.0447,0.711,0.809,0,0.339,-4.389,0.0955,106.017,0.816,2,0,4,6HaGTQPmzraVmaVxvz6EUc,jung kook,27472399,86,13795765,k-pop,2022,2023,20,KrOWN
3JFrhPGadwKiUAqoxhcBgR,Buy Your Bitch Sum,52,185,3KNIG74xSTc3dj0TRy7pGX,26/04/2024,162038,0.00495,0.855,0.594,0.000669,0.386,-8.373,0.259,157.032,0.536,9,1,4,3KNIG74xSTc3dj0TRy7pGX,yung bleu,4721172,64,1490277,"alabama rap, trap",2017,2023,20,B.A.E.
2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),84,185,6XpaIBNiVzIetEPCWDvAFP,02/06/1987,291293,0.207,0.709,0.824,0.000307,0.0888,-8.824,0.0453,118.818,0.867,1,1,4,6XpaIBNiVzIetEPCWDvAFP,whitney houston,26550107,76,9937291,"dance pop, pop",1985,2023,20,Confidence Boost
1iQpStZpzBb5TOuTDKJKdj,Poison,56,185,3EhbVgyfGd7HkpsagwL9GS,1989,269600,0.0515,0.3,0.894,0.000333,0.125,-7.786,0.109,118.631,0.268,2,0,4,3EhbVgyfGd7HkpsagwL9GS,alice cooper,4988504,63,3634236,"album rock, classic rock, detroit rock, glam metal, glam rock, hard rock, metal, protopunk, rock",2003,2023,20,Heavy Metal
4mRX0FjuzicwZWbkRAE0Ht,Is It Magic?,56,185,23KIrX6iPiVOkx60F4bjNq,21/04/2023,188727,0.0172,0.836,0.649,9.17E-06,0.114,-6.576,0.0441,109.968,0.77,5,1,4,23KIrX6iPiVOkx60F4bjNq,pawpaw rod,1527904,51,77574,indie r&b,2020,2024,17,Indie Chillout
3f3omU8n47Mqyab5nCaGyT,Because of You,68,185,3BmGtnKgCSGYIUhmivXKWX,17/01/2004,219493,0.254,0.583,0.584,0,0.123,-5.362,0.0314,140.039,0.136,5,0,4,3BmGtnKgCSGYIUhmivXKWX,kelly clarkson,20065313,73,10266714,"dance pop, pop, talent show",2003,2024,20,Women of Country
2AS8i1xuWmeWGBBwI69vfn,How Did It End?,67,183,06HL4z0CvFAxyc27GXpf02,19/04/2024,238706,0.785,0.492,0.379,0.00093,0.108,-8.859,0.0257,83.993,0.273,0,1,3,06HL4z0CvFAxyc27GXpf02,taylor swift,102354091,100,106096174,pop,2012,2023,20,Feel Good Acoustic
0dRhSF9LV0HR8Jwd3MMMKJ,Everytime,66,185,26dSoYclwsYLMAKD3tpOr4,13/11/2003,230306,0.966,0.398,0.284,8.57E-05,0.116,-12.852,0.0337,109.599,0.114,3,1,4,26dSoYclwsYLMAKD3tpOr4,britney spears,38647169,81,14106521,"dance pop, pop",1999,2023,20,Guilty Pleasures
